customer_id,age,location,account_type,account_type_business,plan_name,plan_price,plan_speed_mbps,billing_cycle,billing_cycle_monthly,contract_age_months,avg_monthly_usage_gb,avg_speed_mbps,session_count_30d,usage_change_30d,usage_change_60d,usage_change_90d,payment_failures_90d,late_payments_count,total_revenue,days_since_login,support_tickets,complaints_count,app_usage_hours,nps_score,last_feedback_rating,customer_since,last_activity_date,churn_date,churn_probability_true,churned
CUST_001257,55,Jaipur,residential,0,Standard,799,100,monthly,1,25,240.33,81.4,39,-0.97,-9.5,2.48,0,0,3073.36,1,1,1,6.0,7,5,2023-01-05,2024-12-26,,0.2242,0
CUST_001258,40,Hyderabad,residential,0,Premium,1299,200,monthly,1,33,616.46,149.5,44,3.72,-30.23,11.75,1,1,44415.56,7,1,0,3.2,8,5,2023-11-21,2024-12-08,,0.2358,0
CUST_001259,26,Ahmedabad,residential,0,Premium,1299,200,monthly,1,16,601.24,140.3,48,11.56,9.11,-2.51,0,0,2353.7,19,0,0,6.2,3,4,2023-05-21,2024-12-04,,0.3012,0
CUST_001260,34,Hyderabad,residential,0,Premium,1299,200,monthly,1,8,726.36,156.1,34,-0.32,-6.21,0.31,0,2,19272.65,3,1,0,0.1,5,3,2023-01-15,2024-12-30,,0.2992,0
CUST_001261,41,Kolkata,business,1,Basic,499,50,monthly,1,17,128.29,40.1,45,-1.73,-5.76,14.94,0,1,19765.44,3,0,0,11.1,10,5,2023-01-05,2024-12-25,,0.1823,0
CUST_001262,35,Kolkata,residential,0,Standard,799,100,monthly,1,35,238.69,81.9,45,-4.16,13.04,10.46,0,0,6801.18,0,1,0,0.2,4,4,2023-04-09,2024-12-04,,0.1855,0
CUST_001263,41,Jaipur,business,1,Ultra,1999,500,monthly,1,41,1532.51,401.0,42,1.47,-29.73,-8.1,0,0,26951.31,17,1,2,2.9,6,5,2023-07-06,2024-12-25,,0.2759,0
CUST_001264,23,Bangalore,residential,0,Standard,799,100,yearly,0,1,274.89,79.5,29,-32.04,-45.52,16.07,1,0,10011.29,11,2,1,0.6,8,4,2023-04-18,2024-12-11,2023-08-13,0.583,1
CUST_001265,37,Mumbai,residential,0,Standard,799,100,yearly,0,2,353.19,94.1,43,11.7,4.34,-14.47,2,0,26236.2,4,1,1,0.2,5,4,2023-09-18,2024-12-29,2023-11-08,0.4066,1
CUST_001266,18,Delhi,business,1,Standard,799,100,yearly,0,1,343.79,93.0,47,-4.87,30.85,-6.39,0,1,22115.06,2,1,1,10.8,4,4,2023-05-25,2024-12-30,,0.3472,0
CUST_001267,33,Pune,residential,0,Ultra,1999,500,monthly,1,12,1535.32,398.9,46,-13.75,16.33,49.93,0,1,16150.11,3,1,0,8.1,5,2,2023-08-20,2024-12-08,,0.3512,0
CUST_001268,24,Lucknow,residential,0,Premium,1299,200,monthly,1,10,561.15,187.1,43,18.66,-18.25,-32.08,0,1,16731.36,0,3,3,4.8,5,3,2023-06-26,2024-12-16,,0.2152,0
CUST_001269,26,Lucknow,business,1,Basic,499,50,monthly,1,14,193.24,36.1,58,-6.11,2.57,3.69,1,0,5473.9,0,0,0,2.1,7,2,2023-03-09,2024-12-27,,0.3415,0
CUST_001270,49,Jaipur,residential,0,Ultra,1999,500,monthly,1,20,1615.27,351.6,43,-17.7,7.32,-1.76,0,0,45143.46,15,1,0,3.8,3,5,2023-08-25,2024-12-24,2024-01-18,0.4871,1
CUST_001271,48,Bangalore,residential,0,Ultra,1999,500,yearly,0,8,1481.01,391.4,36,9.13,8.35,24.38,0,0,20732.65,13,1,0,11.0,8,3,2023-09-15,2024-12-12,,0.2399,0
CUST_001272,42,Lucknow,residential,0,Ultra,1999,500,monthly,1,4,1490.18,373.2,47,-9.16,-14.88,50.0,0,0,45587.8,23,1,0,1.2,7,3,2023-09-05,2024-12-25,2024-02-09,0.3714,1
CUST_001273,21,Delhi,residential,0,Standard,799,100,yearly,0,9,292.95,87.6,37,-7.63,-15.06,26.85,0,1,8312.37,7,2,0,7.9,8,4,2023-06-05,2024-12-17,2024-04-06,0.4691,1
CUST_001274,31,Mumbai,residential,0,Ultra,1999,500,yearly,0,1,1484.84,428.3,41,10.86,-49.47,2.32,0,1,18502.47,6,1,1,1.2,10,3,2023-08-07,2024-12-26,,0.1698,0
CUST_001275,49,Delhi,business,1,Standard,799,100,yearly,0,31,306.86,94.4,53,12.77,1.46,7.93,0,0,46718.94,4,1,0,9.3,6,4,2023-02-06,2024-12-02,,0.1184,0
CUST_001276,36,Bangalore,residential,0,Premium,1299,200,yearly,0,8,601.02,177.7,38,-22.19,12.28,-20.86,1,0,41818.97,3,0,0,11.7,6,2,2023-09-30,2024-12-20,,0.3506,0
CUST_001277,62,Kolkata,residential,0,Ultra,1999,500,monthly,1,17,1497.09,399.3,40,-3.2,16.44,7.7,0,2,38040.83,2,3,0,3.9,9,3,2023-11-20,2024-12-25,,0.2387,0
CUST_001278,39,Delhi,business,1,Ultra,1999,500,monthly,1,7,1455.61,383.6,47,-23.74,-25.14,25.2,0,2,17716.79,11,3,2,9.3,5,1,2023-08-26,2024-12-10,2024-05-29,0.5437,1
CUST_001279,37,Hyderabad,residential,0,Standard,799,100,monthly,1,17,359.52,71.4,42,-8.45,-4.29,36.4,0,1,2840.42,0,1,1,6.6,9,4,2023-10-15,2024-12-29,,0.313,0
CUST_001280,31,Delhi,residential,0,Ultra,1999,500,monthly,1,13,1518.74,383.0,48,-13.86,-4.84,-15.84,0,0,12231.47,4,4,0,20.2,9,4,2023-03-05,2024-12-02,2023-08-03,0.3875,1
CUST_001281,36,Kolkata,residential,0,Basic,499,50,monthly,1,4,198.49,37.3,46,13.79,-20.2,12.65,0,0,45701.07,2,0,0,0.9,6,4,2023-01-31,2024-12-02,,0.1768,0
CUST_001282,33,Lucknow,business,1,Basic,499,50,monthly,1,17,179.88,45.5,52,-18.41,17.74,-34.44,0,1,32463.07,6,3,0,3.1,3,2,2023-07-15,2024-12-04,2023-12-28,0.4413,1
CUST_001283,43,Ahmedabad,business,1,Premium,1299,200,yearly,0,2,467.14,156.3,43,6.17,-3.07,-11.05,0,1,2550.33,3,0,1,1.4,7,1,2023-12-09,2024-12-18,,0.2882,0
CUST_001284,46,Ahmedabad,residential,0,Premium,1299,200,monthly,1,11,645.21,174.2,41,-6.46,-13.14,-11.83,0,2,7898.46,9,1,0,5.2,8,5,2023-05-02,2024-12-09,2024-03-26,0.386,1
CUST_001285,25,Ahmedabad,business,1,Basic,499,50,yearly,0,22,190.56,43.1,49,-25.95,19.67,33.93,0,0,31251.92,1,1,0,3.3,6,4,2023-03-12,2024-12-25,,0.3613,0
CUST_001286,19,Lucknow,residential,0,Standard,799,100,monthly,1,14,312.01,71.5,49,-14.37,9.4,-67.65,0,0,19396.83,2,0,1,3.7,3,4,2023-06-25,2024-12-16,2024-03-01,0.3752,1
CUST_001287,18,Jaipur,residential,0,Basic,499,50,yearly,0,24,258.52,35.3,56,-21.47,-16.57,40.17,1,0,45888.5,2,0,0,1.8,9,3,2023-01-29,2024-12-11,,0.3446,0
CUST_001288,41,Mumbai,business,1,Premium,1299,200,monthly,1,5,652.26,162.3,40,-14.28,-37.9,-39.03,0,0,11477.15,6,1,1,6.0,5,1,2023-09-12,2024-12-22,,0.3144,0
CUST_001289,21,Mumbai,residential,0,Ultra,1999,500,monthly,1,1,1550.41,465.7,49,-17.13,-18.51,-9.2,0,0,10221.21,6,0,0,3.5,2,2,2023-08-01,2024-12-30,,0.3434,0
CUST_001290,18,Lucknow,residential,0,Premium,1299,200,monthly,1,1,515.03,172.0,37,-6.95,-0.94,43.82,1,1,19901.96,16,0,0,0.3,4,5,2023-06-15,2024-12-30,2024-03-17,0.4596,1
CUST_001291,39,Delhi,residential,0,Standard,799,100,yearly,0,5,367.2,91.4,50,12.38,-13.26,-64.24,0,0,42814.93,0,0,0,11.8,4,4,2023-03-07,2024-12-08,,0.1807,0
CUST_001292,64,Pune,residential,0,Business,2999,1000,monthly,1,9,2000.0,711.0,35,-14.77,-26.72,-35.93,0,0,16014.52,3,1,1,1.2,7,5,2023-09-27,2024-12-03,,0.3368,0
CUST_001293,34,Mumbai,residential,0,Premium,1299,200,yearly,0,13,532.96,158.9,57,-18.99,-8.04,18.55,0,1,12634.36,0,2,0,7.8,9,4,2023-04-07,2024-12-15,,0.3161,0
CUST_001294,45,Hyderabad,residential,0,Ultra,1999,500,monthly,1,25,1516.0,357.4,39,-11.07,-37.36,-48.75,1,1,34824.82,6,2,1,10.1,6,4,2023-07-01,2024-12-04,2024-06-07,0.4323,1
CUST_001295,35,Hyderabad,business,1,Premium,1299,200,monthly,1,32,515.59,157.1,55,-6.53,8.0,50.0,1,1,2670.58,2,0,0,2.4,7,1,2023-09-21,2024-12-10,,0.3102,0
CUST_001296,33,Chennai,business,1,Business,2999,1000,monthly,1,21,2000.0,771.0,48,-13.68,38.76,-9.72,0,0,22492.92,0,1,0,12.4,5,4,2023-01-16,2024-12-27,,0.2682,0
CUST_001297,46,Hyderabad,residential,0,Ultra,1999,500,yearly,0,11,1509.08,465.2,44,-21.42,8.89,1.25,0,0,49280.82,6,1,1,8.4,10,4,2023-11-28,2024-12-21,,0.2774,0
CUST_001298,31,Mumbai,residential,0,Premium,1299,200,monthly,1,5,570.1,180.9,42,9.29,22.8,1.74,0,0,16963.75,13,0,0,7.2,10,1,2023-07-01,2024-12-05,,0.184,0
CUST_001299,38,Pune,residential,0,Standard,799,100,yearly,0,10,335.28,90.2,33,6.65,-16.28,-14.26,0,2,30270.66,13,4,1,7.6,9,1,2023-09-04,2024-12-13,2024-07-15,0.4263,1
CUST_001300,38,Kolkata,residential,0,Premium,1299,200,monthly,1,5,562.14,141.2,45,-3.48,-10.27,27.14,1,1,24007.31,11,1,1,2.9,4,4,2023-10-06,2024-12-31,2024-04-27,0.4567,1
CUST_001301,26,Ahmedabad,residential,0,Premium,1299,200,monthly,1,17,606.01,165.4,46,20.63,-27.03,-37.03,2,0,44558.51,4,3,2,2.4,8,4,2023-06-16,2024-12-08,2023-09-21,0.3744,1
CUST_001302,46,Delhi,residential,0,Premium,1299,200,monthly,1,30,655.36,144.9,54,30.0,8.65,-17.02,0,1,3392.29,0,1,0,3.0,4,5,2023-03-28,2024-12-02,,0.0836,0
CUST_001303,32,Kolkata,residential,0,Standard,799,100,monthly,1,13,282.98,91.6,52,17.91,17.64,-4.86,0,0,39492.77,6,2,0,6.3,5,3,2023-10-09,2024-12-31,,0.1818,0
CUST_001304,25,Pune,residential,0,Standard,799,100,monthly,1,1,252.49,81.3,61,-33.55,-15.68,-17.79,0,0,21573.41,17,0,1,1.4,6,3,2023-04-17,2024-12-24,2024-03-10,0.4517,1
CUST_001305,41,Jaipur,residential,0,Premium,1299,200,yearly,0,50,654.56,144.9,43,2.68,1.04,-50.65,0,2,1937.77,2,0,0,3.6,6,4,2023-11-27,2024-12-02,,0.1537,0
CUST_001306,24,Ahmedabad,residential,0,Ultra,1999,500,yearly,0,6,1505.55,473.0,43,-13.76,-32.94,5.73,0,0,30800.83,0,0,3,3.1,10,4,2023-11-10,2024-12-19,,0.345,0
CUST_001307,35,Chennai,residential,0,Ultra,1999,500,monthly,1,44,1600.39,386.0,45,-7.37,-6.51,-13.97,0,1,31063.34,3,5,2,3.1,7,5,2023-06-05,2024-12-26,,0.3617,0
CUST_001308,34,Jaipur,residential,0,Basic,499,50,monthly,1,30,175.94,37.5,56,-26.03,-20.06,-19.36,1,0,30467.42,35,1,1,4.8,1,5,2023-12-25,2024-12-05,2024-09-20,0.6173,1
CUST_001309,48,Mumbai,residential,0,Standard,799,100,monthly,1,9,338.15,84.1,38,1.94,-0.49,50.0,1,0,41049.88,6,1,0,25.0,7,5,2023-06-24,2024-12-19,,0.2124,0
CUST_001310,40,Pune,residential,0,Basic,499,50,yearly,0,1,168.18,41.1,48,23.97,8.79,10.5,1,0,22563.94,9,3,2,14.9,8,5,2023-01-26,2024-12-10,,0.3106,0
CUST_001311,34,Ahmedabad,residential,0,Basic,499,50,yearly,0,53,177.84,38.4,46,-2.98,-22.14,-25.14,0,2,32252.23,6,4,0,11.8,5,4,2023-11-11,2024-12-22,,0.3348,0
CUST_001312,44,Chennai,residential,0,Standard,799,100,monthly,1,19,330.46,88.4,38,13.24,-30.09,-11.84,0,0,2119.2,3,2,1,0.8,9,4,2023-11-21,2024-12-23,,0.2357,0
CUST_001313,51,Delhi,residential,0,Ultra,1999,500,monthly,1,5,1533.91,386.2,66,3.16,-4.87,-27.27,0,1,37369.06,2,0,0,4.4,1,2,2023-07-28,2024-12-03,,0.2529,0
CUST_001314,41,Delhi,residential,0,Business,2999,1000,yearly,0,13,2000.0,786.3,36,9.45,-4.36,-26.73,0,1,3569.74,7,0,0,3.7,4,4,2023-05-27,2024-12-10,,0.2178,0
CUST_001315,35,Lucknow,residential,0,Standard,799,100,monthly,1,18,257.06,87.5,44,-36.04,-5.51,-28.76,0,1,43494.48,5,0,2,10.3,7,3,2023-05-08,2024-12-31,2023-08-31,0.4502,1
CUST_001316,19,Mumbai,residential,0,Premium,1299,200,yearly,0,4,633.08,168.6,41,4.47,-28.4,-2.9,1,0,32374.95,10,0,2,6.0,8,5,2023-08-16,2024-12-09,2024-06-06,0.4095,1
CUST_001317,22,Hyderabad,business,1,Premium,1299,200,monthly,1,1,604.64,154.4,57,10.73,-28.13,-28.79,0,1,21388.32,6,3,0,10.1,9,2,2023-03-14,2024-12-27,,0.3099,0
CUST_001318,31,Pune,residential,0,Business,2999,1000,monthly,1,5,2000.0,930.7,43,23.55,1.74,-37.21,0,0,34114.54,2,0,2,0.8,6,5,2023-06-14,2024-12-22,,0.1374,0
CUST_001319,27,Chennai,residential,0,Business,2999,1000,monthly,1,1,2000.0,879.7,36,-23.59,-39.42,-52.03,0,0,11925.13,0,0,0,8.2,6,5,2023-11-27,2024-12-06,,0.3256,0
CUST_001320,32,Chennai,business,1,Basic,499,50,monthly,1,1,230.68,38.8,46,22.62,-27.63,1.36,1,2,27371.18,2,0,0,13.0,6,3,2023-10-30,2024-12-28,,0.0981,0
CUST_001321,35,Hyderabad,residential,0,Standard,799,100,yearly,0,3,309.56,91.6,43,-6.95,31.15,5.06,0,1,36874.34,5,2,1,3.8,10,5,2023-09-22,2024-12-10,,0.2695,0
CUST_001322,41,Hyderabad,residential,0,Basic,499,50,monthly,1,3,171.1,38.9,40,0.83,-14.33,-15.13,2,0,5214.11,0,0,2,6.0,10,4,2023-06-13,2024-12-17,,0.3094,0
CUST_001323,34,Jaipur,residential,0,Premium,1299,200,monthly,1,5,622.71,188.8,49,12.16,-32.33,8.64,0,0,4921.73,9,2,0,10.3,6,5,2023-08-06,2024-12-14,,0.2646,0
CUST_001324,40,Ahmedabad,residential,0,Premium,1299,200,yearly,0,49,569.48,185.4,45,11.88,-29.12,-57.41,0,0,44931.07,9,0,2,2.3,7,4,2023-01-20,2024-12-27,,0.1762,0
CUST_001325,35,Jaipur,residential,0,Standard,799,100,monthly,1,15,297.47,80.0,33,-27.84,20.88,-49.77,0,0,42579.46,1,0,1,2.2,4,3,2023-10-18,2024-12-06,2024-01-23,0.4331,1
CUST_001326,18,Bangalore,residential,0,Ultra,1999,500,monthly,1,9,1395.56,432.9,49,-0.26,-17.54,-7.0,1,0,17516.06,15,1,0,6.3,7,4,2023-05-29,2024-12-13,,0.3503,0
CUST_001327,23,Bangalore,residential,0,Standard,799,100,monthly,1,14,252.79,83.4,41,-17.89,-7.14,10.14,0,1,34442.11,11,1,0,6.0,6,2,2023-10-17,2024-12-03,2024-04-29,0.4431,1
CUST_001328,33,Mumbai,business,1,Business,2999,1000,monthly,1,1,2000.0,904.2,42,-1.19,-12.82,-19.17,1,0,30446.69,7,2,0,2.6,6,3,2023-05-27,2024-12-12,2024-02-09,0.4052,1
CUST_001329,20,Lucknow,residential,0,Basic,499,50,monthly,1,40,90.42,45.8,49,-11.12,-33.07,11.18,1,0,36312.79,1,1,4,1.2,6,4,2023-09-14,2024-12-17,,0.3361,0
CUST_001330,42,Pune,residential,0,Basic,499,50,monthly,1,13,148.98,42.9,45,-26.91,-34.35,7.24,0,0,16248.43,3,2,0,2.9,4,3,2023-10-13,2024-12-27,2024-09-11,0.375,1
CUST_001331,53,Chennai,residential,0,Standard,799,100,monthly,1,10,285.19,83.9,41,-17.2,5.12,37.13,0,0,23765.48,2,1,0,1.5,5,3,2023-07-13,2024-12-12,,0.2797,0
CUST_001332,49,Ahmedabad,residential,0,Basic,499,50,monthly,1,51,216.18,39.2,52,6.42,-27.58,-25.62,1,0,15267.06,4,3,0,4.2,5,3,2023-08-10,2024-12-09,,0.2355,0
CUST_001333,32,Delhi,residential,0,Ultra,1999,500,monthly,1,23,1601.16,462.5,54,3.21,40.0,-14.29,0,0,39419.79,9,1,1,3.3,7,5,2023-01-29,2024-12-14,,0.2267,0
CUST_001334,52,Delhi,residential,0,Basic,499,50,monthly,1,7,147.2,42.6,33,-18.51,-33.46,-0.12,2,0,11728.52,2,1,1,2.4,5,5,2023-08-26,2024-12-23,2024-03-08,0.4802,1
CUST_001335,36,Kolkata,residential,0,Premium,1299,200,monthly,1,49,618.85,143.4,47,-10.62,-27.22,6.8,1,1,45189.97,15,2,1,15.1,3,4,2023-05-31,2024-12-31,2023-07-30,0.4694,1
CUST_001336,30,Hyderabad,residential,0,Basic,499,50,monthly,1,34,210.5,43.4,32,1.72,6.02,-55.45,0,1,42988.41,2,2,1,2.3,7,3,2023-04-16,2024-12-26,,0.2113,0
CUST_001337,27,Mumbai,residential,0,Standard,799,100,monthly,1,55,299.73,75.3,46,2.37,-0.53,-5.53,0,0,37347.61,26,1,0,2.6,2,2,2023-02-10,2024-12-21,,0.2489,0
CUST_001338,31,Kolkata,residential,0,Ultra,1999,500,monthly,1,1,1521.04,367.7,51,8.15,22.67,0.3,0,1,48591.09,0,2,0,8.7,7,2,2023-01-23,2024-12-28,,0.2387,0
CUST_001339,30,Kolkata,business,1,Business,2999,1000,monthly,1,55,2000.0,946.5,47,1.47,6.03,-19.23,0,0,27485.35,6,0,1,6.6,4,4,2023-12-09,2024-12-13,,0.208,0
CUST_001340,37,Lucknow,residential,0,Standard,799,100,yearly,0,14,325.82,92.4,41,6.87,19.68,44.59,0,3,16510.04,11,0,0,13.0,9,3,2023-01-25,2024-12-09,,0.2232,0
CUST_001341,36,Pune,residential,0,Business,2999,1000,monthly,1,20,2000.0,881.9,36,-2.98,29.0,-4.54,2,0,35199.8,6,3,0,3.6,10,4,2023-06-29,2024-12-15,2024-01-16,0.437,1
CUST_001342,35,Chennai,residential,0,Premium,1299,200,monthly,1,4,544.11,169.4,41,5.5,-9.27,-25.23,1,0,49423.98,6,0,0,16.4,0,3,2023-03-29,2024-12-13,,0.3286,0
CUST_001343,40,Ahmedabad,business,1,Standard,799,100,yearly,0,2,217.03,79.6,50,22.07,-41.19,26.98,0,1,26589.17,7,1,0,0.2,8,4,2023-08-26,2024-12-07,,0.1564,0
CUST_001344,49,Delhi,business,1,Ultra,1999,500,yearly,0,1,1564.69,389.6,50,21.58,26.12,-10.85,0,0,15088.42,9,0,0,1.2,5,3,2023-09-18,2024-12-18,,0.0619,0
CUST_001345,46,Delhi,residential,0,Standard,799,100,yearly,0,9,284.17,78.4,57,-1.45,15.68,-3.34,0,0,7541.89,4,1,0,0.4,3,2,2023-08-13,2024-12-17,,0.2567,0
CUST_001346,18,Delhi,residential,0,Standard,799,100,monthly,1,4,260.97,81.3,42,-19.55,7.38,-5.51,0,2,40883.62,11,0,0,0.7,8,5,2023-07-27,2024-12-05,,0.3571,0
CUST_001347,18,Bangalore,residential,0,Premium,1299,200,monthly,1,1,604.84,157.1,33,18.17,26.28,27.36,0,0,16762.83,6,1,2,14.6,10,5,2023-09-27,2024-12-14,,0.1788,0
CUST_001348,46,Pune,residential,0,Standard,799,100,monthly,1,55,272.68,75.6,48,-37.25,-4.61,-18.35,0,1,37510.7,9,2,1,5.5,5,3,2023-11-27,2024-12-08,2024-03-29,0.423,1
CUST_001349,18,Mumbai,residential,0,Basic,499,50,monthly,1,23,98.25,46.4,40,5.8,-14.98,-24.36,0,1,47224.86,3,1,0,0.6,5,4,2023-06-22,2024-12-11,,0.1865,0
CUST_001350,32,Delhi,residential,0,Basic,499,50,monthly,1,13,73.77,44.5,53,5.28,18.79,-34.39,0,0,2706.1,0,1,1,3.8,4,3,2023-05-04,2024-12-28,,0.1593,0
CUST_001351,20,Lucknow,residential,0,Ultra,1999,500,yearly,0,24,1590.21,430.1,45,-1.28,2.27,-9.46,0,0,5827.79,4,6,0,15.7,7,3,2023-10-02,2024-12-22,,0.313,0
CUST_001352,18,Delhi,residential,0,Premium,1299,200,monthly,1,17,683.33,162.1,31,3.94,-7.51,-2.77,0,0,7695.29,0,2,1,4.6,9,4,2023-10-17,2024-12-02,,0.206,0
CUST_001353,41,Mumbai,residential,0,Standard,799,100,monthly,1,3,287.54,90.1,43,-21.81,27.44,-11.36,0,1,31423.09,5,1,2,4.2,2,4,2023-02-17,2024-12-09,2023-06-26,0.4718,1
CUST_001354,44,Bangalore,residential,0,Ultra,1999,500,monthly,1,18,1630.89,370.1,45,-17.76,23.73,-16.08,0,0,48278.72,0,1,1,2.5,7,3,2023-12-20,2024-12-14,2024-08-13,0.3738,1
CUST_001355,28,Lucknow,residential,0,Standard,799,100,yearly,0,20,366.42,73.5,50,-21.2,-14.26,-23.2,1,0,20445.05,2,0,1,6.2,8,3,2023-08-02,2024-12-22,2023-12-19,0.3969,1
CUST_001356,18,Kolkata,residential,0,Premium,1299,200,monthly,1,4,597.54,187.7,67,-19.36,-32.22,32.85,0,0,30379.97,9,0,0,7.2,7,2,2023-12-24,2024-12-14,,0.2795,0
CUST_001357,28,Mumbai,residential,0,Business,2999,1000,yearly,0,6,2000.0,935.6,43,-12.55,-22.42,-31.7,1,0,30999.97,32,0,0,0.1,5,3,2023-06-28,2024-12-12,2023-10-04,0.5735,1
CUST_001358,39,Kolkata,business,1,Ultra,1999,500,yearly,0,8,1397.78,433.6,46,-4.66,-14.78,-54.15,0,2,32602.42,2,1,1,3.9,5,5,2023-04-04,2024-12-10,2023-05-15,0.3852,1
CUST_001359,18,Hyderabad,residential,0,Premium,1299,200,yearly,0,16,589.58,163.3,56,12.96,-12.79,-5.84,0,1,28979.11,1,1,0,24.8,2,3,2023-10-10,2024-12-27,,0.1533,0
CUST_001360,37,Jaipur,residential,0,Premium,1299,200,yearly,0,2,688.0,184.5,44,27.34,2.44,40.63,0,0,48831.48,7,1,1,2.9,4,4,2023-08-08,2024-12-08,,0.1719,0
CUST_001361,34,Delhi,residential,0,Standard,799,100,monthly,1,24,282.96,88.5,50,-14.42,40.0,11.46,2,0,14291.26,1,5,0,0.4,10,4,2023-02-12,2024-12-17,2024-01-30,0.5273,1
CUST_001362,41,Mumbai,residential,0,Premium,1299,200,yearly,0,7,658.68,178.4,47,-3.13,17.26,7.08,2,0,6226.26,0,0,0,19.3,7,1,2023-12-26,2024-12-05,,0.3148,0
CUST_001363,36,Jaipur,business,1,Standard,799,100,monthly,1,21,250.96,86.3,50,-0.52,21.43,17.56,2,0,11791.36,23,2,0,2.8,4,4,2023-04-11,2024-12-22,2023-10-03,0.466,1
CUST_001364,23,Ahmedabad,residential,0,Standard,799,100,monthly,1,48,266.94,93.0,50,-15.34,-3.59,-20.65,0,0,18459.48,15,2,0,1.5,7,3,2023-03-07,2024-12-20,,0.2612,0
CUST_001365,49,Lucknow,residential,0,Standard,799,100,monthly,1,36,319.41,77.8,54,-8.94,1.57,-25.36,0,1,39475.66,1,1,0,1.8,8,3,2023-01-17,2024-12-28,,0.1955,0
CUST_001366,33,Pune,residential,0,Basic,499,50,monthly,1,24,183.1,38.3,35,23.39,7.26,-5.41,0,0,35567.18,5,3,0,1.7,6,3,2023-09-10,2024-12-15,,0.2559,0
CUST_001367,34,Hyderabad,business,1,Premium,1299,200,monthly,1,3,610.43,169.4,38,15.96,21.15,18.34,0,1,24467.39,12,2,1,7.7,7,3,2023-01-19,2024-12-11,,0.2832,0
CUST_001368,23,Ahmedabad,residential,0,Ultra,1999,500,monthly,1,23,1479.33,393.8,36,17.81,16.45,-20.64,0,0,39238.78,16,1,1,0.7,6,4,2023-06-18,2024-12-19,,0.2289,0
CUST_001369,29,Ahmedabad,residential,0,Basic,499,50,monthly,1,18,103.53,35.7,42,6.3,11.1,-24.91,0,1,10366.34,6,2,0,1.2,5,3,2023-08-24,2024-12-13,,0.2347,0
CUST_001370,24,Hyderabad,residential,0,Basic,499,50,yearly,0,26,268.17,47.0,49,10.72,-15.84,-10.44,0,0,48636.29,2,0,1,6.0,6,3,2023-02-24,2024-12-04,,0.2311,0
CUST_001371,32,Kolkata,residential,0,Standard,799,100,monthly,1,36,317.52,92.6,52,3.45,-37.06,19.75,1,2,17162.78,8,0,0,9.7,9,4,2023-11-17,2024-12-23,,0.2543,0
CUST_001372,55,Mumbai,residential,0,Premium,1299,200,monthly,1,6,655.29,140.5,49,21.98,20.9,4.78,0,0,29486.3,1,1,0,1.2,7,5,2023-07-29,2024-12-28,,0.0596,0
CUST_001373,18,Chennai,residential,0,Basic,499,50,monthly,1,18,199.42,45.9,52,-45.77,11.64,-1.8,1,0,3875.15,3,4,1,12.6,5,4,2023-01-11,2024-12-18,2023-03-21,0.7104,1
CUST_001374,18,Delhi,residential,0,Basic,499,50,monthly,1,5,126.37,41.5,39,-18.42,-15.62,-32.29,0,1,14892.48,7,3,1,1.5,7,3,2023-06-30,2024-12-09,,0.3701,0
CUST_001375,52,Lucknow,residential,0,Premium,1299,200,monthly,1,7,602.51,165.3,47,-24.18,40.0,-20.4,0,0,7088.15,1,1,0,4.2,5,4,2023-03-10,2024-12-24,2023-12-04,0.3971,1
CUST_001376,32,Bangalore,residential,0,Ultra,1999,500,yearly,0,13,1461.55,370.9,42,-12.24,-19.89,-32.74,0,0,31540.32,8,2,0,2.8,5,4,2023-05-03,2024-12-23,2023-09-05,0.3826,1
CUST_001377,26,Mumbai,business,1,Basic,499,50,monthly,1,10,188.51,37.5,49,-1.21,-3.7,-39.24,0,0,8279.2,7,1,1,9.0,5,5,2023-08-25,2024-12-17,,0.2746,0
CUST_001378,47,Delhi,business,1,Standard,799,100,monthly,1,16,292.17,77.0,37,-4.16,-7.89,-30.93,1,2,15305.54,9,2,0,8.4,9,2,2023-02-04,2024-12-08,,0.3507,0
CUST_001379,27,Mumbai,residential,0,Premium,1299,200,yearly,0,25,681.42,167.8,55,-14.8,-16.63,14.64,0,2,23204.72,8,0,0,12.7,8,3,2023-05-26,2024-12-30,,0.2338,0
CUST_001380,56,Ahmedabad,residential,0,Basic,499,50,monthly,1,16,69.59,41.0,47,0.54,-13.27,3.7,0,0,45254.84,5,2,0,3.1,8,5,2023-05-17,2024-12-21,,0.2429,0
CUST_001381,43,Chennai,business,1,Standard,799,100,monthly,1,60,325.2,76.9,57,3.19,-15.43,-6.05,1,0,4619.56,5,1,0,3.6,5,3,2023-07-04,2024-12-31,,0.1151,0
CUST_001382,29,Bangalore,residential,0,Premium,1299,200,yearly,0,24,727.35,180.3,40,5.93,-17.47,-29.24,1,0,26533.68,16,0,0,1.7,3,2,2023-10-27,2024-12-24,2024-10-08,0.3802,1
CUST_001383,60,Mumbai,residential,0,Business,2999,1000,monthly,1,60,2000.0,787.9,45,9.43,8.15,-14.33,1,0,34624.54,8,0,0,8.5,10,4,2023-08-11,2024-12-20,,0.1512,0
CUST_001384,27,Delhi,business,1,Standard,799,100,monthly,1,24,308.1,74.9,52,-11.36,14.13,1.84,0,1,42297.54,12,1,0,5.7,6,3,2023-03-13,2024-12-26,,0.3205,0
